Tarih,Ülke,Onaylananlar,Ölenler,İyileşenler
3/22/20,Bolivia,24,0,0
3/23/20,Bolivia,27,0,0
3/24/20,Bolivia,29,0,0
3/25/20,Bolivia,32,0,0
3/26/20,Bolivia,43,0,0
3/27/20,Bolivia,61,0,0
3/28/20,Bolivia,74,0,0
3/29/20,Bolivia,81,1,0
3/30/20,Bolivia,97,4,0
3/31/20,Bolivia,107,6,0
43834,Bolivia,115,7,1
43865,Bolivia,123,8,1
43894,Bolivia,132,9,1
43925,Bolivia,139,10,1
43955,Bolivia,157,10,2
43986,Bolivia,183,11,2
44016,Bolivia,194,14,2
44047,Bolivia,210,15,2
44078,Bolivia,264,18,2
44108,Bolivia,268,19,2
44139,Bolivia,275,20,2
44169,Bolivia,300,24,2
4/13/20,Bolivia,330,27,2
4/14/20,Bolivia,354,28,6
4/15/20,Bolivia,397,28,7
4/16/20,Bolivia,441,29,14
4/17/20,Bolivia,465,31,26
4/18/20,Bolivia,493,31,31
4/19/20,Bolivia,520,32,31
4/20/20,Bolivia,564,33,31
4/21/20,Bolivia,598,34,37
4/22/20,Bolivia,609,37,44
4/23/20,Bolivia,703,43,44
4/24/20,Bolivia,807,44,54
4/25/20,Bolivia,866,46,54
4/26/20,Bolivia,950,50,80
4/27/20,Bolivia,1014,53,98
1/22/20,Bosnia and Herzegovina,0,0,0
1/23/20,Bosnia and Herzegovina,0,0,0
1/24/20,Bosnia and Herzegovina,0,0,0
1/25/20,Bosnia and Herzegovina,0,0,0
1/26/20,Bosnia and Herzegovina,0,0,0
1/27/20,Bosnia and Herzegovina,0,0,0
1/28/20,Bosnia and Herzegovina,0,0,0
1/29/20,Bosnia and Herzegovina,0,0,0
1/30/20,Bosnia and Herzegovina,0,0,0
1/31/20,Bosnia and Herzegovina,0,0,0
43832,Bosnia and Herzegovina,0,0,0
43863,Bosnia and Herzegovina,0,0,0
43892,Bosnia and Herzegovina,0,0,0
43923,Bosnia and Herzegovina,0,0,0
43953,Bosnia and Herzegovina,0,0,0
43984,Bosnia and Herzegovina,0,0,0
44014,Bosnia and Herzegovina,0,0,0
44045,Bosnia and Herzegovina,0,0,0
44076,Bosnia and Herzegovina,0,0,0
44106,Bosnia and Herzegovina,0,0,0
44137,Bosnia and Herzegovina,0,0,0
44167,Bosnia and Herzegovina,0,0,0
2/13/20,Bosnia and Herzegovina,0,0,0
2/14/20,Bosnia and Herzegovina,0,0,0
2/15/20,Bosnia and Herzegovina,0,0,0
2/16/20,Bosnia and Herzegovina,0,0,0
2/17/20,Bosnia and Herzegovina,0,0,0
2/18/20,Bosnia and Herzegovina,0,0,0
2/19/20,Bosnia and Herzegovina,0,0,0
2/20/20,Bosnia and Herzegovina,0,0,0
2/21/20,Bosnia and Herzegovina,0,0,0
2/22/20,Bosnia and Herzegovina,0,0,0
2/23/20,Bosnia and Herzegovina,0,0,0
2/24/20,Bosnia and Herzegovina,0,0,0
2/25/20,Bosnia and Herzegovina,0,0,0
2/26/20,Bosnia and Herzegovina,0,0,0
2/27/20,Bosnia and Herzegovina,0,0,0
2/28/20,Bosnia and Herzegovina,0,0,0
2/29/20,Bosnia and Herzegovina,0,0,0
43833,Bosnia and Herzegovina,0,0,0
43864,Bosnia and Herzegovina,0,0,0
43893,Bosnia and Herzegovina,0,0,0
43924,Bosnia and Herzegovina,0,0,0
43954,Bosnia and Herzegovina,2,0,0
43985,Bosnia and Herzegovina,2,0,0
44015,Bosnia and Herzegovina,3,0,0
44046,Bosnia and Herzegovina,3,0,0
44077,Bosnia and Herzegovina,3,0,0
44107,Bosnia and Herzegovina,5,0,0
44138,Bosnia and Herzegovina,7,0,0
44168,Bosnia and Herzegovina,11,0,0
3/13/20,Bosnia and Herzegovina,13,0,0
3/14/20,Bosnia and Herzegovina,18,0,0
3/15/20,Bosnia and Herzegovina,24,0,0
3/16/20,Bosnia and Herzegovina,25,0,0
3/17/20,Bosnia and Herzegovina,26,0,2
3/18/20,Bosnia and Herzegovina,38,0,2
3/19/20,Bosnia and Herzegovina,63,0,2
3/20/20,Bosnia and Herzegovina,89,0,2
3/21/20,Bosnia and Herzegovina,93,1,2
3/22/20,Bosnia and Herzegovina,126,1,2
3/23/20,Bosnia and Herzegovina,136,1,2
3/24/20,Bosnia and Herzegovina,166,3,2
3/25/20,Bosnia and Herzegovina,176,3,2
3/26/20,Bosnia and Herzegovina,191,3,2
3/27/20,Bosnia and Herzegovina,237,4,5
3/28/20,Bosnia and Herzegovina,258,5,5
3/29/20,Bosnia and Herzegovina,323,6,8
3/30/20,Bosnia and Herzegovina,368,10,17
3/31/20,Bosnia and Herzegovina,420,13,17
43834,Bosnia and Herzegovina,459,13,19
43865,Bosnia and Herzegovina,533,16,20
43894,Bosnia and Herzegovina,579,17,27
43925,Bosnia and Herzegovina,624,21,30
43955,Bosnia and Herzegovina,654,23,30
43986,Bosnia and Herzegovina,674,29,47
44016,Bosnia and Herzegovina,764,33,68
44047,Bosnia and Herzegovina,804,34,79
44078,Bosnia and Herzegovina,858,35,101
44108,Bosnia and Herzegovina,901,36,129
44139,Bosnia and Herzegovina,946,37,139
44169,Bosnia and Herzegovina,1009,39,193
4/13/20,Bosnia and Herzegovina,1037,39,206
4/14/20,Bosnia and Herzegovina,1083,40,236
4/15/20,Bosnia and Herzegovina,1110,41,253
4/16/20,Bosnia and Herzegovina,1167,43,277
4/17/20,Bosnia and Herzegovina,1214,46,320
4/18/20,Bosnia and Herzegovina,1268,47,338
4/19/20,Bosnia and Herzegovina,1285,48,347
4/20/20,Bosnia and Herzegovina,1309,49,381
4/21/20,Bosnia and Herzegovina,1342,51,437
4/22/20,Bosnia and Herzegovina,1368,53,460
4/23/20,Bosnia and Herzegovina,1413,54,485
4/24/20,Bosnia and Herzegovina,1421,55,538
4/25/20,Bosnia and Herzegovina,1486,57,592
4/26/20,Bosnia and Herzegovina,1516,59,624
4/27/20,Bosnia and Herzegovina,1565,60,659
1/22/20,Brazil,0,0,0
1/23/20,Brazil,0,0,0
1/24/20,Brazil,0,0,0
1/25/20,Brazil,0,0,0
1/26/20,Brazil,0,0,0
1/27/20,Brazil,0,0,0
1/28/20,Brazil,0,0,0
1/29/20,Brazil,0,0,0
1/30/20,Brazil,0,0,0
1/31/20,Brazil,0,0,0
43832,Brazil,0,0,0
43863,Brazil,0,0,0
43892,Brazil,0,0,0
43923,Brazil,0,0,0
43953,Brazil,0,0,0
43984,Brazil,0,0,0
44014,Brazil,0,0,0
44045,Brazil,0,0,0
44076,Brazil,0,0,0
44106,Brazil,0,0,0
44137,Brazil,0,0,0
44167,Brazil,0,0,0
2/13/20,Brazil,0,0,0
2/14/20,Brazil,0,0,0
2/15/20,Brazil,0,0,0
2/16/20,Brazil,0,0,0
2/17/20,Brazil,0,0,0
2/18/20,Brazil,0,0,0
2/19/20,Brazil,0,0,0
2/20/20,Brazil,0,0,0
2/21/20,Brazil,0,0,0
2/22/20,Brazil,0,0,0
2/23/20,Brazil,0,0,0
2/24/20,Brazil,0,0,0
2/25/20,Brazil,0,0,0
2/26/20,Brazil,1,0,0
2/27/20,Brazil,1,0,0
2/28/20,Brazil,1,0,0
2/29/20,Brazil,2,0,0
43833,Brazil,2,0,0
43864,Brazil,2,0,0
43893,Brazil,2,0,0
43924,Brazil,4,0,0
43954,Brazil,4,0,0
43985,Brazil,13,0,0
44015,Brazil,13,0,0
44046,Brazil,20,0,0
44077,Brazil,25,0,0
44107,Brazil,31,0,0
44138,Brazil,38,0,0
44168,Brazil,52,0,0
3/13/20,Brazil,151,0,0
3/14/20,Brazil,151,0,0
3/15/20,Brazil,162,0,0
3/16/20,Brazil,200,0,1
3/17/20,Brazil,321,1,2
3/18/20,Brazil,372,3,2
3/19/20,Brazil,621,6,2
3/20/20,Brazil,793,11,2
3/21/20,Brazil,1021,15,2
3/22/20,Brazil,1546,25,2
3/23/20,Brazil,1924,34,2
3/24/20,Brazil,2247,46,2
3/25/20,Brazil,2554,59,2
3/26/20,Brazil,2985,77,6
3/27/20,Brazil,3417,92,6
3/28/20,Brazil,3904,111,6
3/29/20,Brazil,4256,136,6
3/30/20,Brazil,4579,159,120
3/31/20,Brazil,5717,201,127
43834,Brazil,6836,240,127
43865,Brazil,8044,324,127
43894,Brazil,9056,359,127
43925,Brazil,10360,445,127
43955,Brazil,11130,486,127
43986,Brazil,12161,564,127
44016,Brazil,14034,686,127
44047,Brazil,16170,819,127
44078,Brazil,18092,950,173
44108,Brazil,19638,1057,173
44139,Brazil,20727,1124,173
44169,Brazil,22192,1223,173
4/13/20,Brazil,23430,1328,173
4/14/20,Brazil,25262,1532,3046
4/15/20,Brazil,28320,1736,14026
4/16/20,Brazil,30425,1924,14026
4/17/20,Brazil,33682,2141,14026
4/18/20,Brazil,36658,2354,14026
4/19/20,Brazil,38654,2462,22130
4/20/20,Brazil,40743,2587,22130
4/21/20,Brazil,43079,2741,22991
4/22/20,Brazil,45757,2906,25318
4/23/20,Brazil,50036,3331,26573
4/24/20,Brazil,54043,3704,27655
4/25/20,Brazil,59324,4057,29160
4/26/20,Brazil,63100,4286,30152
4/27/20,Brazil,67446,4603,31142
1/22/20,Brunei,0,0,0
1/23/20,Brunei,0,0,0
1/24/20,Brunei,0,0,0
1/25/20,Brunei,0,0,0
1/26/20,Brunei,0,0,0
1/27/20,Brunei,0,0,0
1/28/20,Brunei,0,0,0
1/29/20,Brunei,0,0,0
1/30/20,Brunei,0,0,0
1/31/20,Brunei,0,0,0
43832,Brunei,0,0,0
43863,Brunei,0,0,0
43892,Brunei,0,0,0
43923,Brunei,0,0,0
43953,Brunei,0,0,0
43984,Brunei,0,0,0
44014,Brunei,0,0,0
44045,Brunei,0,0,0
44076,Brunei,0,0,0
44106,Brunei,0,0,0
44137,Brunei,0,0,0
44167,Brunei,0,0,0
2/13/20,Brunei,0,0,0
2/14/20,Brunei,0,0,0
2/15/20,Brunei,0,0,0
2/16/20,Brunei,0,0,0
2/17/20,Brunei,0,0,0
2/18/20,Brunei,0,0,0
2/19/20,Brunei,0,0,0
2/20/20,Brunei,0,0,0
2/21/20,Brunei,0,0,0
2/22/20,Brunei,0,0,0
2/23/20,Brunei,0,0,0
2/24/20,Brunei,0,0,0
2/25/20,Brunei,0,0,0
2/26/20,Brunei,0,0,0
2/27/20,Brunei,0,0,0
2/28/20,Brunei,0,0,0
2/29/20,Brunei,0,0,0
43833,Brunei,0,0,0
43864,Brunei,0,0,0
43893,Brunei,0,0,0
43924,Brunei,0,0,0
43954,Brunei,0,0,0
43985,Brunei,0,0,0
44015,Brunei,0,0,0
44046,Brunei,0,0,0
44077,Brunei,1,0,0
44107,Brunei,1,0,0
44138,Brunei,11,0,0
44168,Brunei,11,0,0
3/13/20,Brunei,37,0,0
3/14/20,Brunei,40,0,0
3/15/20,Brunei,50,0,0
3/16/20,Brunei,54,0,0
3/17/20,Brunei,56,0,0
3/18/20,Brunei,68,0,0
3/19/20,Brunei,75,0,0
3/20/20,Brunei,78,0,1
3/21/20,Brunei,83,0,2
3/22/20,Brunei,88,0,2
3/23/20,Brunei,91,0,2
3/24/20,Brunei,104,0,2
3/25/20,Brunei,109,0,2
3/26/20,Brunei,114,0,5
3/27/20,Brunei,115,0,11
3/28/20,Brunei,120,1,25
3/29/20,Brunei,126,1,34
3/30/20,Brunei,127,1,38
3/31/20,Brunei,129,1,45
43834,Brunei,131,1,52
43865,Brunei,133,1,56
43894,Brunei,134,1,65
43925,Brunei,135,1,66
43955,Brunei,135,1,73
43986,Brunei,135,1,82
44016,Brunei,135,1,85
44047,Brunei,135,1,91
44078,Brunei,135,1,92
44108,Brunei,136,1,99
44139,Brunei,136,1,104
44169,Brunei,136,1,106
4/13/20,Brunei,136,1,107
4/14/20,Brunei,136,1,107
4/15/20,Brunei,136,1,108
4/16/20,Brunei,136,1,108
4/17/20,Brunei,136,1,112
4/18/20,Brunei,137,1,113
4/19/20,Brunei,138,1,115
4/20/20,Brunei,138,1,116
4/21/20,Brunei,138,1,116
4/22/20,Brunei,138,1,117
4/23/20,Brunei,138,1,119
4/24/20,Brunei,138,1,120
4/25/20,Brunei,138,1,121
4/26/20,Brunei,138,1,123
4/27/20,Brunei,138,1,124
1/22/20,Bulgaria,0,0,0
1/23/20,Bulgaria,0,0,0
1/24/20,Bulgaria,0,0,0
1/25/20,Bulgaria,0,0,0
1/26/20,Bulgaria,0,0,0
1/27/20,Bulgaria,0,0,0
1/28/20,Bulgaria,0,0,0
1/29/20,Bulgaria,0,0,0
1/30/20,Bulgaria,0,0,0
1/31/20,Bulgaria,0,0,0
43832,Bulgaria,0,0,0
43863,Bulgaria,0,0,0
43892,Bulgaria,0,0,0
43923,Bulgaria,0,0,0
43953,Bulgaria,0,0,0
43984,Bulgaria,0,0,0
44014,Bulgaria,0,0,0
44045,Bulgaria,0,0,0
44076,Bulgaria,0,0,0
44106,Bulgaria,0,0,0
44137,Bulgaria,0,0,0
44167,Bulgaria,0,0,0
2/13/20,Bulgaria,0,0,0
2/14/20,Bulgaria,0,0,0
2/15/20,Bulgaria,0,0,0
2/16/20,Bulgaria,0,0,0
2/17/20,Bulgaria,0,0,0
2/18/20,Bulgaria,0,0,0
2/19/20,Bulgaria,0,0,0
2/20/20,Bulgaria,0,0,0
2/21/20,Bulgaria,0,0,0
2/22/20,Bulgaria,0,0,0
2/23/20,Bulgaria,0,0,0
2/24/20,Bulgaria,0,0,0
2/25/20,Bulgaria,0,0,0
2/26/20,Bulgaria,0,0,0
2/27/20,Bulgaria,0,0,0
2/28/20,Bulgaria,0,0,0
2/29/20,Bulgaria,0,0,0
43833,Bulgaria,0,0,0
43864,Bulgaria,0,0,0
43893,Bulgaria,0,0,0
43924,Bulgaria,0,0,0
43954,Bulgaria,0,0,0
43985,Bulgaria,0,0,0
44015,Bulgaria,0,0,0
44046,Bulgaria,4,0,0
44077,Bulgaria,4,0,0
44107,Bulgaria,4,0,0
44138,Bulgaria,7,1,0
44168,Bulgaria,7,1,0
3/13/20,Bulgaria,23,1,0
3/14/20,Bulgaria,41,2,0
3/15/20,Bulgaria,51,2,0
3/16/20,Bulgaria,52,2,0
3/17/20,Bulgaria,67,2,0
3/18/20,Bulgaria,92,2,0
3/19/20,Bulgaria,94,3,0
3/20/20,Bulgaria,127,3,0
3/21/20,Bulgaria,163,3,3
3/22/20,Bulgaria,187,3,3
3/23/20,Bulgaria,201,3,3
3/24/20,Bulgaria,218,3,3
3/25/20,Bulgaria,242,3,4
3/26/20,Bulgaria,264,3,8
3/27/20,Bulgaria,293,3,9
3/28/20,Bulgaria,331,7,11
3/29/20,Bulgaria,346,8,14
3/30/20,Bulgaria,359,8,17
3/31/20,Bulgaria,399,8,17
43834,Bulgaria,422,10,20
43865,Bulgaria,457,10,25
43894,Bulgaria,485,14,30
43925,Bulgaria,503,17,34
43955,Bulgaria,531,20,37
43986,Bulgaria,549,22,39
44016,Bulgaria,577,23,42
44047,Bulgaria,593,24,42
44078,Bulgaria,618,24,48
44108,Bulgaria,635,25,54
44139,Bulgaria,661,28,62
44169,Bulgaria,675,29,68
4/13/20,Bulgaria,685,32,71
4/14/20,Bulgaria,713,35,81
4/15/20,Bulgaria,747,36,105
4/16/20,Bulgaria,800,38,122
4/17/20,Bulgaria,846,41,141
4/18/20,Bulgaria,878,41,153
4/19/20,Bulgaria,894,42,161
4/20/20,Bulgaria,929,43,167
4/21/20,Bulgaria,975,45,170
4/22/20,Bulgaria,1024,49,174
4/23/20,Bulgaria,1097,52,190
4/24/20,Bulgaria,1234,54,197
4/25/20,Bulgaria,1247,55,197
4/26/20,Bulgaria,1300,56,205
4/27/20,Bulgaria,1363,58,206
1/22/20,Burkina Faso,0,0,0
1/23/20,Burkina Faso,0,0,0
1/24/20,Burkina Faso,0,0,0
1/25/20,Burkina Faso,0,0,0
1/26/20,Burkina Faso,0,0,0
1/27/20,Burkina Faso,0,0,0
1/28/20,Burkina Faso,0,0,0
1/29/20,Burkina Faso,0,0,0
1/30/20,Burkina Faso,0,0,0
1/31/20,Burkina Faso,0,0,0
43832,Burkina Faso,0,0,0
43863,Burkina Faso,0,0,0
43892,Burkina Faso,0,0,0
43923,Burkina Faso,0,0,0
43953,Burkina Faso,0,0,0
43984,Burkina Faso,0,0,0
44014,Burkina Faso,0,0,0
44045,Burkina Faso,0,0,0
44076,Burkina Faso,0,0,0
44106,Burkina Faso,0,0,0
44137,Burkina Faso,0,0,0
44167,Burkina Faso,0,0,0
2/13/20,Burkina Faso,0,0,0
2/14/20,Burkina Faso,0,0,0
2/15/20,Burkina Faso,0,0,0
2/16/20,Burkina Faso,0,0,0
2/17/20,Burkina Faso,0,0,0
2/18/20,Burkina Faso,0,0,0
2/19/20,Burkina Faso,0,0,0
2/20/20,Burkina Faso,0,0,0
2/21/20,Burkina Faso,0,0,0
2/22/20,Burkina Faso,0,0,0
2/23/20,Burkina Faso,0,0,0
2/24/20,Burkina Faso,0,0,0
2/25/20,Burkina Faso,0,0,0
2/26/20,Burkina Faso,0,0,0
2/27/20,Burkina Faso,0,0,0
2/28/20,Burkina Faso,0,0,0
2/29/20,Burkina Faso,0,0,0
43833,Burkina Faso,0,0,0
43864,Burkina Faso,0,0,0
43893,Burkina Faso,0,0,0
43924,Burkina Faso,0,0,0
43954,Burkina Faso,0,0,0
43985,Burkina Faso,0,0,0
44015,Burkina Faso,0,0,0
44046,Burkina Faso,0,0,0
44077,Burkina Faso,0,0,0
44107,Burkina Faso,1,0,0
44138,Burkina Faso,2,0,0
44168,Burkina Faso,2,0,0
3/13/20,Burkina Faso,2,0,0
3/14/20,Burkina Faso,2,0,0
3/15/20,Burkina Faso,3,0,0
3/16/20,Burkina Faso,15,0,0
3/17/20,Burkina Faso,15,0,0
3/18/20,Burkina Faso,20,1,0
3/19/20,Burkina Faso,33,1,0
3/20/20,Burkina Faso,40,1,0
3/21/20,Burkina Faso,64,2,5
3/22/20,Burkina Faso,75,4,5
3/23/20,Burkina Faso,99,4,5
3/24/20,Burkina Faso,114,4,7
3/25/20,Burkina Faso,146,4,10
3/26/20,Burkina Faso,152,7,10
3/27/20,Burkina Faso,180,9,12
3/28/20,Burkina Faso,207,11,21
3/29/20,Burkina Faso,222,12,23
3/30/20,Burkina Faso,246,12,31
3/31/20,Burkina Faso,261,14,32
43834,Burkina Faso,282,16,46
43865,Burkina Faso,288,16,50
43894,Burkina Faso,302,16,50
43925,Burkina Faso,318,16,66
43955,Burkina Faso,345,17,90
43986,Burkina Faso,364,18,108
44016,Burkina Faso,384,19,127
44047,Burkina Faso,414,23,134
44078,Burkina Faso,443,24,146
44108,Burkina Faso,443,24,146
44139,Burkina Faso,484,27,155
44169,Burkina Faso,497,27,161
4/13/20,Burkina Faso,497,27,161
4/14/20,Burkina Faso,528,30,177
4/15/20,Burkina Faso,542,32,226
4/16/20,Burkina Faso,546,32,257
4/17/20,Burkina Faso,557,35,294
4/18/20,Burkina Faso,565,36,321
4/19/20,Burkina Faso,576,36,338
4/20/20,Burkina Faso,581,38,357
4/21/20,Burkina Faso,600,38,362
4/22/20,Burkina Faso,609,39,389
4/23/20,Burkina Faso,616,41,410
4/24/20,Burkina Faso,629,41,425
4/25/20,Burkina Faso,629,41,442
4/26/20,Burkina Faso,632,42,453
4/27/20,Burkina Faso,635,42,469
1/22/20,Cabo Verde,0,0,0
1/23/20,Cabo Verde,0,0,0
1/24/20,Cabo Verde,0,0,0
1/25/20,Cabo Verde,0,0,0
1/26/20,Cabo Verde,0,0,0
1/27/20,Cabo Verde,0,0,0
1/28/20,Cabo Verde,0,0,0
1/29/20,Cabo Verde,0,0,0
1/30/20,Cabo Verde,0,0,0
1/31/20,Cabo Verde,0,0,0
43832,Cabo Verde,0,0,0
43863,Cabo Verde,0,0,0
43892,Cabo Verde,0,0,0
43923,Cabo Verde,0,0,0
43953,Cabo Verde,0,0,0
43984,Cabo Verde,0,0,0
44014,Cabo Verde,0,0,0
44045,Cabo Verde,0,0,0
44076,Cabo Verde,0,0,0
44106,Cabo Verde,0,0,0
44137,Cabo Verde,0,0,0
44167,Cabo Verde,0,0,0
2/13/20,Cabo Verde,0,0,0
2/14/20,Cabo Verde,0,0,0
2/15/20,Cabo Verde,0,0,0
2/16/20,Cabo Verde,0,0,0
2/17/20,Cabo Verde,0,0,0
2/18/20,Cabo Verde,0,0,0
2/19/20,Cabo Verde,0,0,0
2/20/20,Cabo Verde,0,0,0
2/21/20,Cabo Verde,0,0,0
2/22/20,Cabo Verde,0,0,0
2/23/20,Cabo Verde,0,0,0
2/24/20,Cabo Verde,0,0,0
2/25/20,Cabo Verde,0,0,0
2/26/20,Cabo Verde,0,0,0
2/27/20,Cabo Verde,0,0,0
2/28/20,Cabo Verde,0,0,0
2/29/20,Cabo Verde,0,0,0
43833,Cabo Verde,0,0,0
43864,Cabo Verde,0,0,0
43893,Cabo Verde,0,0,0
43924,Cabo Verde,0,0,0
43954,Cabo Verde,0,0,0
43985,Cabo Verde,0,0,0
44015,Cabo Verde,0,0,0
44046,Cabo Verde,0,0,0
44077,Cabo Verde,0,0,0
44107,Cabo Verde,0,0,0
44138,Cabo Verde,0,0,0
44168,Cabo Verde,0,0,0
3/13/20,Cabo Verde,0,0,0
3/14/20,Cabo Verde,0,0,0
3/15/20,Cabo Verde,0,0,0
3/16/20,Cabo Verde,0,0,0
3/17/20,Cabo Verde,0,0,0
3/18/20,Cabo Verde,0,0,0
3/19/20,Cabo Verde,0,0,0
3/20/20,Cabo Verde,1,0,0
3/21/20,Cabo Verde,3,0,0
3/22/20,Cabo Verde,3,0,0
3/23/20,Cabo Verde,3,0,0
3/24/20,Cabo Verde,3,1,0
3/25/20,Cabo Verde,4,1,0
3/26/20,Cabo Verde,4,1,0
3/27/20,Cabo Verde,5,1,0
3/28/20,Cabo Verde,5,1,0
3/29/20,Cabo Verde,6,1,0
3/30/20,Cabo Verde,6,1,0
3/31/20,Cabo Verde,6,1,0
43834,Cabo Verde,6,1,0
43865,Cabo Verde,6,1,0
43894,Cabo Verde,6,1,0
43925,Cabo Verde,7,1,0
43955,Cabo Verde,7,1,0
43986,Cabo Verde,7,1,1
44016,Cabo Verde,7,1,1
44047,Cabo Verde,7,1,1
44078,Cabo Verde,7,1,1
44108,Cabo Verde,7,1,1
44139,Cabo Verde,8,1,1
44169,Cabo Verde,8,1,1
4/13/20,Cabo Verde,10,1,1
4/14/20,Cabo Verde,11,1,1
4/15/20,Cabo Verde,56,1,1
4/16/20,Cabo Verde,56,1,1
4/17/20,Cabo Verde,56,1,1
4/18/20,Cabo Verde,58,1,1
4/19/20,Cabo Verde,61,1,1
4/20/20,Cabo Verde,67,1,1
4/21/20,Cabo Verde,68,1,1
4/22/20,Cabo Verde,73,1,1
4/23/20,Cabo Verde,82,1,1
4/24/20,Cabo Verde,88,1,1
4/25/20,Cabo Verde,90,1,1
4/26/20,Cabo Verde,106,1,1
4/27/20,Cabo Verde,109,1,1
1/22/20,Cambodia,0,0,0
1/23/20,Cambodia,0,0,0
1/24/20,Cambodia,0,0,0
1/25/20,Cambodia,0,0,0
1/26/20,Cambodia,0,0,0
1/27/20,Cambodia,1,0,0
1/28/20,Cambodia,1,0,0
1/29/20,Cambodia,1,0,0
1/30/20,Cambodia,1,0,0
1/31/20,Cambodia,1,0,0
43832,Cambodia,1,0,0
43863,Cambodia,1,0,0
43892,Cambodia,1,0,0
43923,Cambodia,1,0,0
43953,Cambodia,1,0,0
43984,Cambodia,1,0,0
44014,Cambodia,1,0,0
44045,Cambodia,1,0,0
44076,Cambodia,1,0,0
44106,Cambodia,1,0,0
44137,Cambodia,1,0,0
44167,Cambodia,1,0,1
2/13/20,Cambodia,1,0,1
2/14/20,Cambodia,1,0,1
2/15/20,Cambodia,1,0,1
2/16/20,Cambodia,1,0,1
2/17/20,Cambodia,1,0,1
2/18/20,Cambodia,1,0,1
2/19/20,Cambodia,1,0,1
2/20/20,Cambodia,1,0,1
2/21/20,Cambodia,1,0,1
2/22/20,Cambodia,1,0,1
2/23/20,Cambodia,1,0,1
2/24/20,Cambodia,1,0,1
2/25/20,Cambodia,1,0,1
2/26/20,Cambodia,1,0,1
2/27/20,Cambodia,1,0,1
2/28/20,Cambodia,1,0,1
2/29/20,Cambodia,1,0,1
43833,Cambodia,1,0,1
43864,Cambodia,1,0,1
43893,Cambodia,1,0,1
43924,Cambodia,1,0,1
43954,Cambodia,1,0,1
43985,Cambodia,1,0,1
44015,Cambodia,1,0,1
44046,Cambodia,2,0,1
44077,Cambodia,2,0,1
44107,Cambodia,2,0,1
44138,Cambodia,3,0,1
44168,Cambodia,3,0,1
3/13/20,Cambodia,5,0,1
3/14/20,Cambodia,7,0,1
3/15/20,Cambodia,7,0,1
3/16/20,Cambodia,7,0,1
3/17/20,Cambodia,33,0,1
3/18/20,Cambodia,35,0,1
3/19/20,Cambodia,37,0,1
3/20/20,Cambodia,51,0,1
3/21/20,Cambodia,53,0,1
3/22/20,Cambodia,84,0,1
3/23/20,Cambodia,87,0,1
3/24/20,Cambodia,91,0,4
3/25/20,Cambodia,96,0,10
3/26/20,Cambodia,96,0,10
3/27/20,Cambodia,99,0,11
3/28/20,Cambodia,99,0,13
3/29/20,Cambodia,103,0,21
3/30/20,Cambodia,107,0,21
3/31/20,Cambodia,109,0,23
43834,Cambodia,109,0,25
43865,Cambodia,110,0,34
43894,Cambodia,114,0,35
43925,Cambodia,114,0,50
43955,Cambodia,114,0,50
43986,Cambodia,114,0,53
44016,Cambodia,115,0,58
44047,Cambodia,117,0,63
44078,Cambodia,119,0,62
44108,Cambodia,119,0,72
44139,Cambodia,120,0,75
44169,Cambodia,122,0,77
4/13/20,Cambodia,122,0,77
4/14/20,Cambodia,122,0,91
4/15/20,Cambodia,122,0,96
4/16/20,Cambodia,122,0,98
4/17/20,Cambodia,122,0,98
4/18/20,Cambodia,122,0,103
4/19/20,Cambodia,122,0,105
4/20/20,Cambodia,122,0,107
4/21/20,Cambodia,122,0,110
4/22/20,Cambodia,122,0,110
4/23/20,Cambodia,122,0,110
4/24/20,Cambodia,122,0,117
4/25/20,Cambodia,122,0,117
4/26/20,Cambodia,122,0,117
4/27/20,Cambodia,122,0,119
1/22/20,Cameroon,0,0,0
1/23/20,Cameroon,0,0,0
1/24/20,Cameroon,0,0,0
1/25/20,Cameroon,0,0,0
1/26/20,Cameroon,0,0,0
1/27/20,Cameroon,0,0,0
1/28/20,Cameroon,0,0,0
1/29/20,Cameroon,0,0,0
1/30/20,Cameroon,0,0,0
1/31/20,Cameroon,0,0,0
43832,Cameroon,0,0,0
43863,Cameroon,0,0,0
43892,Cameroon,0,0,0
43923,Cameroon,0,0,0
43953,Cameroon,0,0,0
43984,Cameroon,0,0,0
44014,Cameroon,0,0,0
44045,Cameroon,0,0,0
44076,Cameroon,0,0,0
44106,Cameroon,0,0,0
44137,Cameroon,0,0,0
44167,Cameroon,0,0,0
2/13/20,Cameroon,0,0,0
2/14/20,Cameroon,0,0,0
2/15/20,Cameroon,0,0,0
2/16/20,Cameroon,0,0,0
2/17/20,Cameroon,0,0,0
2/18/20,Cameroon,0,0,0
2/19/20,Cameroon,0,0,0
2/20/20,Cameroon,0,0,0
2/21/20,Cameroon,0,0,0
2/22/20,Cameroon,0,0,0
2/23/20,Cameroon,0,0,0
2/24/20,Cameroon,0,0,0
2/25/20,Cameroon,0,0,0
2/26/20,Cameroon,0,0,0
2/27/20,Cameroon,0,0,0
2/28/20,Cameroon,0,0,0
2/29/20,Cameroon,0,0,0
43833,Cameroon,0,0,0
43864,Cameroon,0,0,0
43893,Cameroon,0,0,0
43924,Cameroon,0,0,0
43954,Cameroon,0,0,0
43985,Cameroon,1,0,0
44015,Cameroon,1,0,0
44046,Cameroon,2,0,0
44077,Cameroon,2,0,0
